"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","AVWAGE","TOT","USD","A","2000",40075.8665719275,
"FRA","AVWAGE","TOT","USD","A","2001",40328.126411557,
"FRA","AVWAGE","TOT","USD","A","2002",41415.9338962487,
"FRA","AVWAGE","TOT","USD","A","2003",41754.0664139514,
"FRA","AVWAGE","TOT","USD","A","2004",42434.812193927,
"FRA","AVWAGE","TOT","USD","A","2005",42946.0568732116,
"FRA","AVWAGE","TOT","USD","A","2006",43425.5363190101,
"FRA","AVWAGE","TOT","USD","A","2007",43584.4943182915,
"FRA","AVWAGE","TOT","USD","A","2008",43500.9047566945,
"FRA","AVWAGE","TOT","USD","A","2009",44884.958651256,
"FRA","AVWAGE","TOT","USD","A","2010",45791.0659379029,
"FRA","AVWAGE","TOT","USD","A","2011",45708.8389722874,
"FRA","AVWAGE","TOT","USD","A","2012",46004.8229735562,
"FRA","AVWAGE","TOT","USD","A","2013",46392.3574719985,
"FRA","AVWAGE","TOT","USD","A","2014",46711.5246971043,
"FRA","AVWAGE","TOT","USD","A","2015",47157.1790678884,
"FRA","AVWAGE","TOT","USD","A","2016",47702.5930302887,
"FRA","AVWAGE","TOT","USD","A","2017",48364.5619279381,
"FRA","AVWAGE","TOT","USD","A","2018",48302.8180688659,
"FRA","AVWAGE","TOT","USD","A","2019",48768.783706745,
"FRA","AVWAGE","TOT","USD","A","2020",46765.1051201413,
"FRA","AVWAGE","TOT","USD","A","2021",49618.7997253419,
"DEU","AVWAGE","TOT","USD","A","1991",41995.3408993501,
"DEU","AVWAGE","TOT","USD","A","1992",44572.1395480741,
"DEU","AVWAGE","TOT","USD","A","1993",44865.5015865439,
"DEU","AVWAGE","TOT","USD","A","1994",44964.2051218137,
"DEU","AVWAGE","TOT","USD","A","1995",45917.3365719507,
"DEU","AVWAGE","TOT","USD","A","1996",46444.9979691505,
"DEU","AVWAGE","TOT","USD","A","1997",46248.5887722157,
"DEU","AVWAGE","TOT","USD","A","1998",46814.9396262249,
"DEU","AVWAGE","TOT","USD","A","1999",47437.751018291,
"DEU","AVWAGE","TOT","USD","A","2000",47710.9847465933,
"DEU","AVWAGE","TOT","USD","A","2001",48058.9214364856,
"DEU","AVWAGE","TOT","USD","A","2002",48342.0578172677,
"DEU","AVWAGE","TOT","USD","A","2003",48502.2764513752,
"DEU","AVWAGE","TOT","USD","A","2004",48496.0216610124,
"DEU","AVWAGE","TOT","USD","A","2005",48671.3306872327,
"DEU","AVWAGE","TOT","USD","A","2006",48662.0056492813,
"DEU","AVWAGE","TOT","USD","A","2007",48513.9396727645,
"DEU","AVWAGE","TOT","USD","A","2008",48731.3265254939,
"DEU","AVWAGE","TOT","USD","A","2009",48741.1062929221,
"DEU","AVWAGE","TOT","USD","A","2010",49167.9347578749,
"DEU","AVWAGE","TOT","USD","A","2011",50160.0457185476,
"DEU","AVWAGE","TOT","USD","A","2012",50828.8815346567,
"DEU","AVWAGE","TOT","USD","A","2013",51307.5559028507,
"DEU","AVWAGE","TOT","USD","A","2014",52167.8863113446,
"DEU","AVWAGE","TOT","USD","A","2015",53367.4726273265,
"DEU","AVWAGE","TOT","USD","A","2016",54184.8206409685,
"DEU","AVWAGE","TOT","USD","A","2017",54755.7230329123,
"DEU","AVWAGE","TOT","USD","A","2018",55535.7404045791,
"DEU","AVWAGE","TOT","USD","A","2019",56426.8327149407,
"DEU","AVWAGE","TOT","USD","A","2020",56014.6493080307,
"DEU","AVWAGE","TOT","USD","A","2021",56663.4653311245,
"GRC","AVWAGE","TOT","USD","A","1995",20622.0757208913,
"GRC","AVWAGE","TOT","USD","A","1996",20836.0167677484,
"GRC","AVWAGE","TOT","USD","A","1997",23181.0462308984,
"GRC","AVWAGE","TOT","USD","A","1998",25098.1843815941,
"GRC","AVWAGE","TOT","USD","A","1999",25499.3340407721,
"GRC","AVWAGE","TOT","USD","A","2000",26950.3054446358,
"GRC","AVWAGE","TOT","USD","A","2001",27856.1479689263,
"GRC","AVWAGE","TOT","USD","A","2002",30389.123536457,
"GRC","AVWAGE","TOT","USD","A","2003",31727.7293014837,
"GRC","AVWAGE","TOT","USD","A","2004",32309.588953438,
"GRC","AVWAGE","TOT","USD","A","2005",32201.7310785018,
"GRC","AVWAGE","TOT","USD","A","2006",32584.7599357273,
"GRC","AVWAGE","TOT","USD","A","2007",32590.7773991024,
"GRC","AVWAGE","TOT","USD","A","2008",32086.4049927003,
"GRC","AVWAGE","TOT","USD","A","2009",33601.317199805,
"GRC","AVWAGE","TOT","USD","A","2010",32066.5822033873,
"GRC","AVWAGE","TOT","USD","A","2011",30032.3062706072,
"GRC","AVWAGE","TOT","USD","A","2012",28284.6460928503,
"GRC","AVWAGE","TOT","USD","A","2013",26436.2420433467,
"GRC","AVWAGE","TOT","USD","A","2014",26327.4124123302,
"GRC","AVWAGE","TOT","USD","A","2015",26586.0514977185,
"GRC","AVWAGE","TOT","USD","A","2016",25976.0349868208,
"GRC","AVWAGE","TOT","USD","A","2017",26142.0368861716,
"GRC","AVWAGE","TOT","USD","A","2018",24935.2456718293,
"GRC","AVWAGE","TOT","USD","A","2019",25160.1942882959,
"GRC","AVWAGE","TOT","USD","A","2020",25248.447131527,
"GRC","AVWAGE","TOT","USD","A","2021",25944.4438887666,
"HUN","AVWAGE","TOT","USD","A","1995",15301.2969585946,
"HUN","AVWAGE","TOT","USD","A","1996",15306.9484494035,
"HUN","AVWAGE","TOT","USD","A","1997",15684.6702838444,
"HUN","AVWAGE","TOT","USD","A","1998",16036.9278410878,
"HUN","AVWAGE","TOT","USD","A","1999",16106.5644369764,
"HUN","AVWAGE","TOT","USD","A","2000",16848.1727125597,
"HUN","AVWAGE","TOT","USD","A","2001",18128.8276640414,
"HUN","AVWAGE","TOT","USD","A","2002",19034.9578104422,
"HUN","AVWAGE","TOT","USD","A","2003",20558.8224302705,
"HUN","AVWAGE","TOT","USD","A","2004",21994.0012788274,
"HUN","AVWAGE","TOT","USD","A","2005",22963.8907300425,
"HUN","AVWAGE","TOT","USD","A","2006",23410.4504395546,
"HUN","AVWAGE","TOT","USD","A","2007",23236.8392716531,
"HUN","AVWAGE","TOT","USD","A","2008",23560.4774020667,
"HUN","AVWAGE","TOT","USD","A","2009",22213.3033773332,
"HUN","AVWAGE","TOT","USD","A","2010",22506.5133145725,
"HUN","AVWAGE","TOT","USD","A","2011",22797.2168673591,
"HUN","AVWAGE","TOT","USD","A","2012",22038.141659554,
"HUN","AVWAGE","TOT","USD","A","2013",21809.8985744855,
"HUN","AVWAGE","TOT","USD","A","2014",21523.2613990547,
"HUN","AVWAGE","TOT","USD","A","2015",21690.0796720492,
"HUN","AVWAGE","TOT","USD","A","2016",21886.871293431,
"HUN","AVWAGE","TOT","USD","A","2017",23469.9905049254,
"HUN","AVWAGE","TOT","USD","A","2018",24619.4415215965,
"HUN","AVWAGE","TOT","USD","A","2019",25434.778770644,
"HUN","AVWAGE","TOT","USD","A","2020",25866.6004926941,
"HUN","AVWAGE","TOT","USD","A","2021",26223.0286109792,
"IRL","AVWAGE","TOT","USD","A","1990",26667.1164249226,
"IRL","AVWAGE","TOT","USD","A","1991",27768.9245520916,
"IRL","AVWAGE","TOT","USD","A","1992",28925.9961067599,
"IRL","AVWAGE","TOT","USD","A","1993",30357.8441508106,
"IRL","AVWAGE","TOT","USD","A","1994",30556.0072412807,
"IRL","AVWAGE","TOT","USD","A","1995",31098.4603112504,
"IRL","AVWAGE","TOT","USD","A","1996",31569.7084134193,
"IRL","AVWAGE","TOT","USD","A","1997",33321.5243110861,
"IRL","AVWAGE","TOT","USD","A","1998",35300.0833121559,
"IRL","AVWAGE","TOT","USD","A","1999",36102.5783243615,
"IRL","AVWAGE","TOT","USD","A","2000",36884.9620408857,
"IRL","AVWAGE","TOT","USD","A","2001",38295.2867652568,
"IRL","AVWAGE","TOT","USD","A","2002",38684.578741254,
"IRL","AVWAGE","TOT","USD","A","2003",39849.8316352693,
"IRL","AVWAGE","TOT","USD","A","2004",41197.981660109,
"IRL","AVWAGE","TOT","USD","A","2005",42729.6906028936,
"IRL","AVWAGE","TOT","USD","A","2006",43092.6224860902,
"IRL","AVWAGE","TOT","USD","A","2007",44336.0613525728,
"IRL","AVWAGE","TOT","USD","A","2008",46078.8909959082,
"IRL","AVWAGE","TOT","USD","A","2009",49825.9815853535,
"IRL","AVWAGE","TOT","USD","A","2010",49983.366361918,
"IRL","AVWAGE","TOT","USD","A","2011",49395.5752793534,
"IRL","AVWAGE","TOT","USD","A","2012",49042.0266369167,
"IRL","AVWAGE","TOT","USD","A","2013",47915.0989417827,
"IRL","AVWAGE","TOT","USD","A","2014",47632.381172865,
"IRL","AVWAGE","TOT","USD","A","2015",47577.6109899035,
"IRL","AVWAGE","TOT","USD","A","2016",48222.8409564877,
"IRL","AVWAGE","TOT","USD","A","2017",48836.8157888442,
"IRL","AVWAGE","TOT","USD","A","2018",49192.528812821,
"IRL","AVWAGE","TOT","USD","A","2019",50080.9905015996,
"IRL","AVWAGE","TOT","USD","A","2020",50382.217508138,
"IRL","AVWAGE","TOT","USD","A","2021",52352.1066968612,
"ITA","AVWAGE","TOT","USD","A","1990",39746.385796719,
"ITA","AVWAGE","TOT","USD","A","1991",40080.3000026455,
"ITA","AVWAGE","TOT","USD","A","1992",40041.4978575712,
"ITA","AVWAGE","TOT","USD","A","1993",39424.7266143933,
"ITA","AVWAGE","TOT","USD","A","1994",38914.1978102469,
"ITA","AVWAGE","TOT","USD","A","1995",38062.2596197521,
"ITA","AVWAGE","TOT","USD","A","1996",38371.3964788492,
"ITA","AVWAGE","TOT","USD","A","1997",39466.7973271964,
"ITA","AVWAGE","TOT","USD","A","1998",39598.9656364812,
"ITA","AVWAGE","TOT","USD","A","1999",40051.8847673917,
"ITA","AVWAGE","TOT","USD","A","2000",40035.3116079662,
"ITA","AVWAGE","TOT","USD","A","2001",40318.9695688145,
"ITA","AVWAGE","TOT","USD","A","2002",40033.4423542408,
"ITA","AVWAGE","TOT","USD","A","2003",39922.9583292989,
"ITA","AVWAGE","TOT","USD","A","2004",40695.7984175418,
"ITA","AVWAGE","TOT","USD","A","2005",41237.1217414582,
"ITA","AVWAGE","TOT","USD","A","2006",41493.1725701228,
"ITA","AVWAGE","TOT","USD","A","2007",41479.1771883422,
"ITA","AVWAGE","TOT","USD","A","2008",41426.2758346518,
"ITA","AVWAGE","TOT","USD","A","2009",41742.9116285299,
"ITA","AVWAGE","TOT","USD","A","2010",42101.6803378277,
"ITA","AVWAGE","TOT","USD","A","2011",41423.0619051072,
"ITA","AVWAGE","TOT","USD","A","2012",40113.9692489258,
"ITA","AVWAGE","TOT","USD","A","2013",40241.3687972823,
"ITA","AVWAGE","TOT","USD","A","2014",40395.2670461538,
"ITA","AVWAGE","TOT","USD","A","2015",40751.0449544944,
"ITA","AVWAGE","TOT","USD","A","2016",41075.5244303434,
"ITA","AVWAGE","TOT","USD","A","2017",40804.6941479532,
"ITA","AVWAGE","TOT","USD","A","2018",40864.0897411954,
"ITA","AVWAGE","TOT","USD","A","2019",41071.7296928255,
"ITA","AVWAGE","TOT","USD","A","2020",38686.410942498,
"ITA","AVWAGE","TOT","USD","A","2021",41437.5949714938,
"JPN","AVWAGE","TOT","USD","A","1990",36738.6374760477,
"JPN","AVWAGE","TOT","USD","A","1991",37226.5188093087,
"JPN","AVWAGE","TOT","USD","A","1992",37339.0733128518,
"JPN","AVWAGE","TOT","USD","A","1993",36979.0561435169,
"JPN","AVWAGE","TOT","USD","A","1994",37350.9779079859,
"JPN","AVWAGE","TOT","USD","A","1995",37785.386741099,
"JPN","AVWAGE","TOT","USD","A","1996",37942.5453956328,
"JPN","AVWAGE","TOT","USD","A","1997",38242.9784264189,
"JPN","AVWAGE","TOT","USD","A","1998",38082.1696115165,
"JPN","AVWAGE","TOT","USD","A","1999",37954.4806296571,
"JPN","AVWAGE","TOT","USD","A","2000",38167.6257063506,
"JPN","AVWAGE","TOT","USD","A","2001",37779.0057286164,
"JPN","AVWAGE","TOT","USD","A","2002",37016.0611762679,
"JPN","AVWAGE","TOT","USD","A","2003",37047.8335268517,
"JPN","AVWAGE","TOT","USD","A","2004",37666.6049236016,
"JPN","AVWAGE","TOT","USD","A","2005",38635.5352780318,
"JPN","AVWAGE","TOT","USD","A","2006",38612.5235260543,
"JPN","AVWAGE","TOT","USD","A","2007",38509.1252742843,
"JPN","AVWAGE","TOT","USD","A","2008",38199.5085584763,
"JPN","AVWAGE","TOT","USD","A","2009",37652.6683201432,
"JPN","AVWAGE","TOT","USD","A","2010",37771.95086685,
"JPN","AVWAGE","TOT","USD","A","2011",38377.8535526685,
"JPN","AVWAGE","TOT","USD","A","2012",37739.1421411881,
